code,office,borough,address,latitude,longitude,install_date,LCD,QR,type
806,전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8,37.533066,126.960732,29/06/2016,20,,LCD
807,서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229,37.552277,126.972687,29/06/2016,10,,LCD
808,서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5,37.520504,126.989738,29/06/2016,10,,LCD
809,한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18,37.530167,127.007439,29/06/2016,10,,LCD
810,이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812,37.53841,126.986649,29/06/2016,10,,LCD
811,녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7,37.53508,126.985382,29/06/2016,20,,LCD
812,용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4,37.53484,126.977661,29/06/2016,20,,LCD
813,삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1,37.533512,126.972275,29/06/2016,20,,LCD
815,LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5,37.518509,126.978798,29/06/2016,20,,LCD
816,신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115,37.530148,126.968483,06/07/2016,15,,LCD
817,삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161,37.533451,126.971733,06/07/2016,9,,LCD
818,숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100,37.544895,126.969383,06/07/2016,15,,LCD
819,선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4,37.541653,126.970505,06/07/2016,12,,LCD
820,청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349,37.549026,126.971947,06/07/2016,10,,LCD
822,이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219,37.522041,126.965523,06/07/2016,10,,LCD
823,효창동주민센터 앞,용산구,서울특별시 용산구 효창동 255-17 임,37.54232,126.96196,06/07/2016,10,,LCD
825,서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279,37.520336,126.994263,06/07/2016,15,,LCD
827,국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99,37.541885,126.97966,28/11/2017,20,,LCD
828,숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289,37.544079,126.972,28/11/2017,7,,LCD
829,베르가모앞,용산구,서울특별시 용산구 한강대로 23,37.52293,126.961693,28/11/2017,40,,LCD
830,청암자이아파트앞,용산구,서울특별시 용산구 원효로 35,37.534424,126.94857,28/11/2017,10,,LCD
831,이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134,37.534279,126.988564,28/11/2017,15,,LCD
832,이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24,37.521282,126.973465,22/12/2017,15,,LCD
834,효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287,37.539009,126.96138,22/12/2017,15,,LCD
835,남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18,37.541981,126.971542,22/12/2017,10,,LCD
836,현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74,37.531422,126.9515,22/12/2017,15,,LCD
837,한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417,37.52906,127.006729,22/12/2017,10,,LCD
838,숙대입구역 4번출구,용산구,서울특별시 용산구 남영동 19-8,37.54446,126.972389,14/12/2018,8,,LCD
839,보광동 삼성리버빌아파트 앞,용산구,용산구 보광로5길 40,37.52401,127.00145,14/12/2018,10,,LCD
840,용산 파크타워 앞,용산구,용산구 서빙고로 67,37.523651,126.970268,14/10/2018,10,,LCD
841,신용산역 1번 출구,용산구,용산구 한강대로 100,37.52961,126.968872,12/10/2018,15,,LCD
843,녹사평역 광장,용산구,용산구 이태원로 134,37.533798,126.98867,07/10/2018,10,,LCD
844,이촌2동 동원베네스트 아파트 앞,용산구,용산구 이촌로14길 7,37.527149,126.955162,19/10/2018,11,,LCD
845,용산 선인상가,용산구,용산구 한강로3가 3-42,37.5327,126.964378,09/09/2018,22,,LCD
846,용산중학교,용산구,  용산구 후암동 260,37.546638,126.981041,14/12/2018,15,,LCD
847, 국방부민원실옆,용산구,"용산동3가 1번지 앞,
 (이태원로)",37.534523,126.977501,28/03/2020,,15,QR
848, 삼각지12번 출구,용산구,한강로1가 24-7 ,37.535259,126.975052,28/03/2020,,10,QR
849, 삼각지 자이아파트,용산구,한강로1가 80-11 ,37.536079,126.973419,30/03/2020,,15,QR
850, KCC용산월츠타워 ,용산구,백범로90길 90,37.537399,126.968926,28/03/2020,,15,QR
851,효창 푸르지오 앞,용산구,백범로 260,37.540478,126.958115,28/03/2020,,10,QR
852,청암자이APT(103동),용산구,청암동 92-1 ,37.534527,126.947182,28/03/2020,,20,QR
853,용산역 맞은편,용산구,한강로2가 408-5 ,37.528568,126.965691,07/04/2020,,10,QR
854,HID 유족동지회 앞,용산구,이태원로 271,37.538727,127.001549,05/04/2020,,10,QR
855,이촌역5번출구 앞,용산구, 서빙고로 83,37.522724,126.972771,07/04/2020,,15,QR
857, 현대 안성타워,용산구,이태원로 217,37.535023,126.998055,07/04/2020,,15,QR
858,녹사평역3번 출구,용산구,용산동4가 1-1,37.534409,126.986893,07/04/2020,,7,QR
859,남산공원 야외식물원 앞,용산구,이태원동 259-16,37.541885,126.995865,05/04/2020,,10,QR
860,LG한강 자이아파트 앞,용산구,용산구 이촌동 429 ,37.520695,126.970978,07/04/2020,,15,QR
863,이촌역2번 출구,용산구,용산동5가 17,37.52177,126.977005,07/04/2020,,15,QR
864,순천향대학병원(한남오거리),용산구,한남동 705-5 (한남대로),37.535141,127.006004,05/04/2020,,10,QR
865,하얏트호텔 앞,용산구,"한남동 산 10-138
 (소월로)",37.540794,126.997849,05/04/2020,,15,QR
866,브라운스톤 남산아파트,용산구,후암동 458,37.551548,126.97686,30/03/2020,,10,QR
867,서빙고역 광장(1번출구),용산구,서빙고동241-14,37.519909,126.989235,07/04/2020,,10,QR
868,롯데하이마트 용산점 앞,용산구,원효로208,37.53722,126.965019,28/03/2020,,12,QR
869,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.517296,126.959145,03/04/2020,,10,QR
870,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.517319,126.958298,03/04/2020,,10,QR
4602,숙명여대앞 버스정류소 주변,용산구,청파로47길 99,,,29/10/2020,,10,QR
4604,원효로다목적체육관 앞,용산구,원효로3가 54-14,,,30/10/2020,,10,QR
4605,"노들섬 다목적홀(동쪽) 숲, 앞",용산구,이촌동 303-15,,,30/10/2020,,10,QR
4616,신용산지하차도 앞,용산구,한강로3가 6,,,30/10/2020,,15,QR
4617,동원베네스트 건너편,용산구,한강로3가 37-2,,,30/10/2020,,6,QR
4618,풍전아파트 건너편,용산구,원효로4가 114-38,,,30/10/2020,,10,QR
4627,효창공원앞역 5번출구 옆,용산구,효창동 12-14,,,29/10/2020,,7,QR
3511,응봉역 1번출구,성동구,서울특별시 성동구 고산자로 123,37.55125,127.035103,01/11/2017,10,,LCD
3513,상왕십리역 1번출구,성동구,서울특별시 성동구 하왕십리동 860-1 ,37.56461,127.029198,01/11/2017,10,,LCD
3514,왕십리교회옆,성동구,서울특별시 성동구 상왕십리동 350-1 ,37.566261,127.023697,01/11/2017,10,,LCD
3515,서울숲 관리사무소,성동구,서울특별시 성동구 성수동1가 678-1,37.542816,127.042084,01/11/2017,20,,LCD
3525,금호스포츠센터앞,성동구,금호로30,37.546089,127.02507,24/10/2018,15,,LCD
3527,왕십리 자이아파트,성동구,성동구 하왕십리동 999,37.56179,127.024391,24/10/2018,8,,LCD
3530,왕십리자이아파트 후문(삼거리),성동구,성동구 하왕십리동 1063,37.560146,127.02636,24/10/2018,15,,LCD
3531,논골사거리(금호도서관 입구),성동구,성동구 금호동1가 1350,37.554779,127.024841,24/10/2018,15,,LCD
3532,왕십리KCC스위첸아파트,성동구,성동구 무학봉길 35,37.56068,127.026779,24/10/2018,15,,LCD
3538,서울숲 IT캐슬,성동구,성동구 성수동1가 671-41,37.550892,127.044762,29/10/2018,14,,LCD
506,금호 어울림 아파트 앞,성동구,서울특별시 성동구 광나루로 249,37.549061,127.057793,07/10/2015,7,,LCD
507,성수아이에스비즈타워 앞,성동구,서울특별시 성동구 성수이로 147,37.548203,127.057114,07/10/2015,7,,LCD
508,성수아카데미타워 앞,성동구,서울특별시 성동구 성수이로 118,37.545166,127.05751,07/10/2015,10,,LCD
509,이마트 버스정류소 옆,성동구,서울특별시 성동구 뚝섬로 379,37.539654,127.052589,07/10/2015,20,,LCD
