month,code,office,rentals,returns
'201706','580',' ???? 3??? ?',194,57
'201706','581',' ??????',475,646
'201706','582',' ????? ?',521,452
'201706','583',' ??? ???? ?',2129,2282
'201706','551',' ??????? ?',899,973
'201706','552',' ??????? ?',366,339
'201706','553',' ?? ??APT ?',519,570
'201706','136',' ??? ????',377,107
'201706','554',' ???? ???',594,408
'201706','555',' ??3?????',279,250
'201706','571',' ???????6???',1361,1181
'201706','572',' ???? ???? ?',456,493
'201706','573',' ?????? ?',1456,1438
'201706','574',' ????4???',1017,820
'201706','575',' ???? ????',211,249
'201706','576',' ???? 3? ??',518,504
'201706','577',' ????????',894,994
'201706','621',' ?????? ?',266,260
'201706','137',' NH?? ???? ?',640,364
'201706','622',' ????? ???',610,837
'201706','623',' ????? ?? ?',2251,1441
'201706','624',' ??? ????? ?',802,1051
'201706','625',' ??????? ?(???? ?)',673,804
'201706','626',' ??? ?? ???',476,558
'201706','627',' ?????? ???',492,619
'201706','628',' ?????? ?',169,205
'201706','630',' ???? ???',900,994
'201706','631',' ???? 1???',1136,1210
'201706','102',' ??? 1??? ?',2336,2009
'201706','138',' ??? ?1????? ?',942,830
'201706','633',' ??? ???? ?',1157,1379
'201706','634',' ???? ?? ?',2080,2083
'201706','635',' ??? ? (????? ?)',928,933
'201706','636',' ??????? ???',307,434
'201706','637',' KAIST ???? ?',642,528
'201706','638',' ????? ?????',630,956
'201706','639',' ????? ??',1510,1197
'201706','640',' KEB???? ??????',445,506
'201706','641',' ??? 4???',1152,1218
'201706','642',' ??? ???',505,508
'201706','140',' ???? ??',707,688
'201706','643',' ????????? (????)',565,643
'201706','230',' ?????? 1???',1956,1846
'201706','260',' ??? ?????? ?',523,452
'201706','262',' ?????? ???',967,1109
'201706','263',' ????? ???',777,812
'201706','264',' ?????? ?',594,569
'201706','265',' ??????? ???',519,370
'201706','141',' ?? ???? ?',916,674
'201706','266',' ??????? ???',1365,1428
'201706','267',' ???? ?? ?',900,829
'201706','268',' ???????? ?',996,939
'201706','270',' ??????????',501,329
'201706','271',' ??????????? ?',538,399
'201706','272',' ?????',1787,1746
'201706','716','??6? ???? ??',757,907
'201706','139',' ??? ?? ???',726,400
'201706','719',' ????? ???',598,691
'201706','720',' ???????? ?',173,102
'201706','816',' ???? 6??? ?',1601,1658
'201706','817',' ???? 4??? ?',409,417
'201706','818',' ???? ?? ???',1209,1369
'201706','819',' ????? ????',940,1070
'201706','820',' ????? ???',748,904
'201706','822',' ??1? ????',677,743
'201706','823',' ??????? ?',446,437
'201706','825',' ???? ???? ?',1721,2152
'201706','199',' ?? ??? ???',1009,592
'201706','388',' ????? ?',1094,1062
'201706','584',' ???? ???',1603,1138
'201706','585',' ??2?1? ????? ??',754,780
'201706','586',' ??? ????',478,575
'201706','900',' ??????',614,708
'201706','901',' ??1????',688,779
'201706','200',' ??????',544,470
'201706','902',' ??? ??????',208,217
'201706','903',' ????? ????',477,478
'201706','904',' ????? ????',562,558
'201706','905',' ???? 2???',1121,1181
'201706','906',' ???? 5???150M ??',1444,1571
'201706','907',' CJ ????',2457,3302
'201706','908',' ??? 4???',542,579
'201706','909',' ??? ????? 3?',334,118
'201706','911',' ??????(???4???)',940,917
'201706','201',' ????? ?',1110,1060
'201706','912',' ?????',1047,1346
'201706','913',' ??? ???',1628,1686
'201706','914',' ??? 2???',1679,2148
'201706','915',' ??? 4???',814,986
'201706','916',' ????? ?',509,592
'201706','917',' ??? 4???',657,376
'201706','919',' ??????',300,330
'201706','921',' ??????',429,296
'201706','202',' ???? ?',1648,1881
'201706','922',' ???? 4???',504,406
'201706','923',' ???? ????',392,418
'201706','924',' ?????',252,141
'201706','925',' ??? 2???',462,425
'201706','926',' ??? 8???',919,979
'201706','927',' ???? 3??? ??',518,403
'201706','928',' ?????????',170,136
'201706','930',' ? ????? ???',232,298
'201706','931',' ?????',978,1260
'201706','????','????',7,5
'201706','932',' ????',640,665
'201706','933',' LG??? ???',658,851
'201706','587',' KEB???? ??????',656,545
'201706','588',' ?? ????',1034,980
'201706','???','???',19,19
'201706','1001',' ??? ?? ???(???????)',962,946
'201706','1002',' ????(???)',378,465
'201706','1003',' ??????',296,332
'201706','1004',' ???????? ?????',405,622
'201706','?????test 1005','',22,32
'201706','1006',' ???? 115??',437,413
'201706','1007','??? ?????',77,82
'201706','1008',' ??? 3???(?????)',592,825
'201706','1010',' ?????',561,526
'201706','1011',' LIGA ??? ?',666,616
'201706','1012',' ?? ????',846,724
'201706','1013',' ????? 1? ???',823,826
'201706','1014',' ?????????',527,479
'201706','103',' ??? 2??? ?',1797,1589
'201706','204',' ?????? 5??? ?',753,709
'201706','1016',' ??? ???? ???? 109??',267,298
'201706','1017',' ????(??)',379,473
'201706','1019',' ????????(??? ??? ???)',513,590
'201706','1020',' ?????',645,721
'201706','1021',' ??? ??? ???',383,410
'201706','1022',' ?? ???(???)',480,553
'201706','1101',' ????????? ?????',57,57
'201706','1102',' ????? ???? ?????',460,528
'201706','1105',' ??????',173,195
'201706','203',' ?????? 3??? ?',1037,1010
'201706','1108',' ????? 1???',255,276
'201706','1109',' ????? 4???',241,261
'201706','1111',' ?????6_7?? ?????',1010,1123
'201706','1113',' ?????? ?????',329,415
'201706','1114',' ??????? ?????',94,104
'201706','1118',' ??? 3????(?????????????)',876,1044
'201706','1119',' ??? ???????(??? ??? ?????)',411,528
'201706','1120',' ????????',1077,1315
'201706','1121',' ????????',830,872
'201706','205',' ???? ?',1263,1162
'201706','1122',' ???????',996,1170
'201706','1123',' ???????? ??????',1005,1121
'201706','1124',' ??? 6????(????)',1288,1351
'201706','1126',' ???? 1????(???????105??)',538,510
'201706','1127',' ???(????????) ?????',324,332
'201706','1129',' ??? 1? ?? ?',560,575
'201706','1130',' ?????? ?????',159,199
'201706','1131',' ????? ?',417,515
'201706','1132',' ??? 7???',819,903
'201706','206',' KBS ?',1274,1175
'201706','1135',' ?????',409,386
'201706','1136',' ??2???',172,173
'201706','1137',' ??2?????',222,178
'201706','1139',' ??? ?????',491,609
'201706','1141',' ??? ?????? 1-1',369,563
'201706','1145',' ??? ?????? 1-2',174,194
'201706','1146',' ??????',329,421
'201706','1148',' ????',231,263
'201706','1205',' ?????? 4???',729,608
'201706','1206',' 9???????? 9???',726,553
'201706','1209',' ????? (2? ?? ?)',1282,1173
'201706','1213',' ???? ?',312,288
'201706','1215',' ?????? 1??? ?',1191,1232
'201706','1217',' ?????? 7??',489,529
'201706','1220',' ????????? ??????',554,666
'201706','1224',' ??????? 2? ??',578,583
'201706','1229',' ???????? ?',142,211
'201706','209',' ???????? ?',1279,1224
'201706','1232',' ???? ??? ?',1565,1597
'201706','1233',' ??3??(???????)',459,400
'201706','1234',' ?????? ????',0,8
'201706','1235',' ??????310? ?',498,583
'201706','176',' ????? ???',76,75
'201706','1313',' ????????? 1? ??',444,601
'201706','1401',' ????????',602,760
'201706','1314',' ??????1?? 201? ?',258,260
'201706','210',' IFC?',1701,1948
'201706','1315',' ???????? ??',328,248
'201706','1402',' ????? ?',324,340
'201706','1316',' ???????? ??? ',334,194
'201706','1319',' ????? ???',949,1163
'201706','1322',' ????????? 103? ?',43,45
'201706','1403',' ???? ? (????)',650,780
'201706','1323',' ??? ?? ?? ?',496,662
'201706','1405',' ??? 1???',784,920
'201706','1406',' ????????',149,130
'201706','211',' ???? 4??? ?',1967,1735
'201706','1325',' ???? 4???',110,104
'201706','1326',' ???? 1???',105,122
'201706','1410',' ?? ????????',228,167
'201706','1327',' ???? 3???',0,1
'201706','1412',' ??????',413,570
'201706','1413',' ???? 5??? ?',344,393
'201706','1332',' ??? 5??? ???',0,2
'201706','1333',' ?????? ?',285,304
'201706','212',' ???? 1??? ?',1917,1061
'201706','1418',' ??????',126,158
'201706','1441',' ??????',204,156
'201706','1420',' ?????? ?',154,153
'201706','1421',' ??? 4???',64,76
'201706','1422',' ???????? 1??',85,67
'201706','1424',' ??? 2???',11,16
'201706','1425',' ????????',211,179
'201706','213',' KT?',1519,1295
'201706','1426',' ????????? 1? ?',213,161
'201706','1434',' ???? ????',396,481
'201706','1435',' ?????',177,188
'201706','1437',' ????? ?',171,220
'201706','1438',' ???? ??? ?',465,477
'201706','?????','?????',6,5
'201706','104',' ??? 1??? ?',1743,1369
'201706','214',' ????? ?',1025,678
'201706','1601',' ??? ???? ? ??? ???',980,1062
'201706','1603',' ???? 102? ??(???????)',620,784
'201706','1606',' ????? 3??? ',863,923
'201706','1610',' ???? 2??? ?',1011,1000
'201706','1611',' ??? ??(?)',1274,1265
'201706','1616',' ??2? ??????? ?',639,699
'201706','1617',' ??? ??????? ?',28,31
'201706','1623',' ?? ????',616,643
'201706','1634',' ????? ???',176,158
'201706','1635','4? ???? ???',65,47
'201706','218',' ????? ?',663,442
'201706','1636',' ??? ??? ???? ?',688,722
'201706','1637',' KT ??? ?? ?',1088,1058
'201706','1639',' ?????',32,30
'201706','1702',' ??? 1??? ?',283,306
'201706','1707',' ??????',478,592
'201706','1709',' ???4??? ??',589,555
'201706','1712',' ?????????',318,375
'201706','1802',' ???????? 5???',4,12
'201706','219',' ???????? ?',794,702
'201706','1805',' ???????? ?',38,30
'201706','1808',' ?????????8? ?',0,2
'201706','1809',' LG?? ???(??? ???? ???)',191,115
'201706','1814',' ??????? ? ???? ?',224,227
'201706','1816',' ?????? ?',158,128
'201706','1820',' ???? ??????????',80,102
'201706','1821',' ???? ??? ??? ????? ?',1,21
'201706','220',' ????? A? ?',679,503
'201706','1822',' ?? ?????? ?',85,100
'201706','1823',' ?????? ?',191,192
'201706','1825',' ????? ? ?? ??',111,138
'201706','1826',' ???? ?',55,69
'201706','1828',' ???????? ?',216,147
'201706','1829',' ???? ??? ?',33,35
'201706','1830',' ??? ??? ?',316,356
'201706','1831',' ???????? ?',117,136
'201706','215',' ????? ?',838,858
'201706','1834',' ?????? ???? 2?',411,398
'201706','1835',' STX V??',296,220
'201706','1819',' ???? ? ??????',39,39
'201706','1503',' ??? ?? ???? ?',952,974
'201706','1504',' ??? ?????',337,354
'201706','1506',' ????????',332,330
'201706','1514',' ???? ??? ????? ?',121,143
'201706','1525',' ??? ????',1,3
'201706','1515',' ??? ????',306,387
'201706','216',' ?????1? ?',1180,1106
'201706','1519',' ????? ?????? ?',230,307
'201706','1516',' ?????? ?? ?',109,120
'201706','1518',' SK telecom(?????) ?',43,57
'201706','1703',' ?????????? ',33,36
'201706','1708',' ??????(????????)',50,57
'201706','217',' NH???? ?',903,887
'201706','1901',' ???????? ?',491,489
'201706','1904',' ???? 1? ?? ?',553,513
'201706','1906',' ???? 1? ?? ?',1671,1625
'201706','1907',' ????(?) ?? ?',203,177
'201706','1908',' ?????? ?? ?',510,633
'201706','1911',' ???????? ?',507,535
'201706','1912',' ?????? ?',458,416
'201706','221',' ????? ?',1394,1461
'201706','1913',' ?????',357,355
'201706','1920',' ???????? ???',690,704
'201706','1928',' ???????? ??',794,863
'201706','1929',' ?????? ????? ?',272,267
'201706','1930',' ????? ??????',165,184
'201706','1933',' ????????? ??',326,448
'201706','1937',' ????? ??',96,121
'201706','222',' ?????????? ?',2034,2378
'201706','1940',' ?? ????? ?',260,384
'201706','2007',' ?????',1231,1263
'201706','2008',' ??????? ????',11,29
'201706','2013',' ????? 5???',844,835
'201706','2016',' ??????? 3????',0,8
'201706','223',' ??????? ?',1208,1075
'201706','2020',' ?????2??????',186,170
'201706','2025',' ??? 1???',1,9
'201706','2036',' ???? ???????',45,45
'201706','2037',' ??? 5??? ??????',487,576
'201706','105',' ??? 5??? ?',1151,952
'201706','224',' ???? ?',1500,1422
'201706','2057',' ?? ???? ???',70,66
'201706','2102',' ??? ???',1226,1251
'201706','2103',' ??? ?????',289,300
'201706','2135',' ??? 5???',208,184
'201706','225',' ????? ?',910,650
'201706','2153',' ???????? ?',55,47
'201706','2157',' ?? ???',182,208
'201706','2104',' ??? 5???',7,21
'201706','2107',' ??? ???',1248,1448
'201706','2108',' ??????',545,588
'201706','2114',' ??? ?????',237,258
'201706','226',' ??? 1??? ?',1217,834
'201706','2129',' ??? ?????',284,243
'201706','2130',' ???? ????',427,407
'201706','2140',' ??1? ???',469,497
'201706','2145',' ?????? ??',314,319
'201706','2009',' ???? 8???',227,225
'201706','2015',' ??????? 6????',372,464
'201706','207',' ????? 1??? ?',5889,5511
'201706','2041',' ????? ?????',116,137
'201706','2048',' ?????? ??',76,93
'201706','2056',' ???? ????',74,76
'201706','1207',' ??CU??? ?',0,5
'201706','???? ???','???? ???',11,17
'201706','1214',' ??? 7? ?? ??',7,8
'201706','2201',' ??? ??? ?',99,110
'201706','2202','?????? 1???',0,14
'201706','2205',' ??3?? ????? ?',35,22
'201706','2206',' ?????? ?',34,26
'201706','2212','????4???? 201? ???',304,262
'201706','2213',' ?????? 5??? ?',270,244
'201706','2214',' ???? 2??? ?',242,298
'201706','2217','?????? ?? ?',23,21
'201706','2219',"' ?????? 8-1?, 8-2? ?? ??'",778,788
'201706','2221','???? ????? ?',89,91
'201706','2222','??? 12??? ?',24,47
'201706','2223',' ????? ?? ?',72,68
'201706','2225','??????? ?3??? ?',43,58
'201706','2226',' ????????? ?',81,33
'201706','2227','???????? ?',204,200
'201706','2228','???? ?',159,186
'201706','2229','????? ?? ?',288,319
'201706','401',' ??????? 10?? ?',561,584
'201706','2231',' ????(????) A? ???',283,257
'201706','2233',' ?????1???? ?',72,59
'201706','2235','KT ???? ?',102,85
'201706','2239','??? 6???',217,163
'201706','2241','????? ???',318,290
'201706','2242','??? 11? ?? ?',49,28
'201706','2243','??????',144,77
'201706','2244','??????? ???',209,172
'201706','402',' ??????? 9?? ?',882,950
'201706','2245','?????? ???',144,162
'201706','2247','??????',17,16
'201706','2255','????? 1??? ?',0,2
'201706','2256','??? ??? ??',131,116
'201706','2257',' ????? ??? ???',8,6
'201706','2258','??? ???',5,5
'201706','2262',' ??16???? 119? ?',328,407
'201706','2301',' ?????? ???',245,232
'201706','2343',' ????? ????? ?',23,19
'201706','403',' ????? ?',780,410
'201706','2259',' ??? 3?-4? ???? ',220,202
'201706','2337',' ?????? 2??? ?',168,179
'201706','2309',' ???(????? ?)',231,193
'201706','2317',' ??????',153,115
'201706','2302',' ???? ?????(???? 3??? ??)',194,161
'201706','2307',' ??? ?? 3? ???',115,93
'201706','2308',' ?????? ?',165,108
'201706','106',' ??? 7??? ?',2893,2617
'201706','405',' DMC? ?',544,691
'201706','2321',' ???? ???',10,15
'201706','2324',' ??? ?? 2? ?? ?',102,105
'201706','2325',' ??? ??????',97,77
'201706','406',' ??????? 7?? ?',472,397
